epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.6217199643029108,0.39853333333333335,1.3597580432891845,0.512
2,1.1526498489061991,0.5854,1.1284958124160767,0.5876
3,0.9130688106536865,0.6744888888888889,1.0497922062873841,0.6514
4,0.7743012845781114,0.7284222222222222,0.8074950814247132,0.71
5,0.6920521087222629,0.7588222222222222,0.7952701449394226,0.731
6,0.6358485142495897,0.7781555555555556,0.723783528804779,0.7454
7,0.5874977495776282,0.7968444444444445,0.6914007306098938,0.7546
8,0.5541996682484944,0.8094666666666667,0.7094522953033447,0.76
9,0.5187770935164557,0.8213555555555555,0.9392069816589356,0.6944
10,0.5030888646231757,0.8252222222222222,0.6308818340301514,0.7826
11,0.4785230139414469,0.8352444444444445,0.6160016179084777,0.7944
12,0.46180224000612896,0.8414222222222222,0.639240562915802,0.779
13,0.449213504436281,0.8444222222222222,0.6071514844894409,0.7984
14,0.42982712660895456,0.8508666666666667,0.5591019868850708,0.8072
15,0.41999765199025474,0.8548444444444444,0.4878337740898132,0.8256
16,0.4085073738310072,0.8578888888888889,0.5244035959243775,0.8262
17,0.40182137553426955,0.8617333333333334,0.7146183252334595,0.7688
18,0.389748002825843,0.8643777777777778,0.6431426644325257,0.7882
19,0.37966328983836706,0.8674222222222222,0.4829562962055206,0.8354
20,0.3703426175647312,0.8708666666666667,0.49369553923606874,0.8318
21,0.36164894739256964,0.8740888888888889,0.46359056830406187,0.841
22,0.3522516794204712,0.8768888888888889,0.5376497149467468,0.8122
23,0.3488224328570896,0.8781555555555556,0.4926789104938507,0.83
24,0.3364637597560883,0.8830666666666667,0.4441754698753357,0.846
25,0.33251228975190056,0.8842222222222222,0.5469874918460846,0.8114
26,0.3314295399453905,0.8829111111111111,0.5218301057815552,0.8204
27,0.32662574010690054,0.8853777777777778,0.45960575342178345,0.8402
28,0.31784059232605827,0.8894666666666666,0.5425895631313324,0.8176
29,0.31781270252863564,0.8893111111111112,0.4298318803310394,0.8496
30,0.31253503799968296,0.8908222222222222,0.5098548471927643,0.8172
31,0.3058155568387773,0.8929111111111111,0.47937406301498414,0.8342
32,0.3011041464752621,0.8967555555555555,0.6578650712966919,0.7878
33,0.3003242641660902,0.8956888888888889,0.4940600872039795,0.8342
34,0.30221352281040614,0.8953111111111111,0.5223703980445862,0.8282
35,0.29217806946436564,0.8985777777777778,0.40745849609375,0.8622
36,0.29360367640389334,0.8978666666666667,0.563037109375,0.8132
37,0.2882839936044481,0.8988444444444444,0.6090162873268128,0.8028
38,0.27809162436061435,0.9029111111111111,0.4313193321228027,0.8542
39,0.27704981066385903,0.9034,0.4696692228317261,0.841
40,0.278733984263738,0.9018222222222222,0.46477320194244387,0.8422
41,0.277382405673133,0.9014222222222222,0.46246915459632876,0.8446
42,0.2722990392843882,0.9038,0.4270347595214844,0.858
43,0.2704921363671621,0.9051555555555556,0.44625704884529116,0.8588
44,0.266587572754754,0.9072222222222223,0.3940682649612427,0.8656
45,0.26984675776693556,0.9059555555555555,0.4693715274333954,0.8502
46,0.26647686735524073,0.9067333333333333,0.525331437587738,0.8242
47,0.2642211070007748,0.9068444444444445,0.43387244939804076,0.8552
48,0.2628725178877513,0.9082888888888889,0.46160331964492796,0.85
49,0.2609091742727492,0.9088,0.5997497797012329,0.8072
50,0.2555080971293979,0.9118222222222222,0.5187031924724579,0.8394
51,0.25407640568680234,0.9109777777777778,0.44333853721618655,0.8516
52,0.2526148604075114,0.9121555555555556,0.5237075209617614,0.8288
53,0.25274527283244663,0.9123333333333333,0.4195253670215607,0.8568
54,0.24683980145984225,0.913,0.536309015750885,0.826
55,0.25783670977486506,0.9083333333333333,0.5024799585342408,0.836
56,0.24282953776253594,0.9142222222222223,0.4979906797409058,0.8402
57,0.24868364256223044,0.9121333333333334,0.4365322828292847,0.8512
58,0.24784508980645073,0.9124222222222222,0.42692382335662843,0.8596
59,0.24047510629759894,0.9144666666666666,0.4618727803230286,0.8458
60,0.2416618993388282,0.9148888888888889,0.43428385853767393,0.8622
61,0.2430049323717753,0.9146222222222222,0.4444561958312988,0.8586
62,0.2423030448436737,0.9123555555555556,0.42171900272369384,0.8638
63,0.24521044232580397,0.9146666666666666,0.4899677217006683,0.8382
64,0.2313488514582316,0.9172888888888889,0.43374729752540586,0.8558
65,0.238261585521698,0.9156888888888889,0.526954048871994,0.8276
66,0.2395995630953047,0.9158,0.4190728604793549,0.8612
67,0.23336541515721215,0.9191777777777778,0.4139102339744568,0.864
68,0.23827229415310755,0.9171111111111111,0.43544202446937563,0.8602
69,0.23266503433651395,0.9177111111111111,0.44025421142578125,0.8598
70,0.2290317271815406,0.9207111111111111,0.43497574925422666,0.8544
71,0.22818747678597767,0.9190666666666667,0.4140880763530731,0.8628
72,0.23344910327593485,0.9196,0.49130853414535525,0.841
73,0.2272977553738488,0.9205777777777778,0.4482099890708923,0.8544
74,0.2272262199083964,0.9201111111111111,0.4124497950077057,0.8622
75,0.23302308841811287,0.9169333333333334,0.4050484597682953,0.8696
76,0.2267901022778617,0.9205111111111111,0.4317002952098846,0.8538
77,0.23271500727865432,0.9180444444444444,0.48284743428230287,0.8412
78,0.22555561790466308,0.9199333333333334,0.5081718027591705,0.8478
79,0.22301691576639812,0.9208666666666666,0.40544835925102235,0.868
80,0.2218109707011117,0.9224666666666667,0.5178241848945617,0.831
81,0.14538711327446832,0.9509555555555556,0.2821235090494156,0.9054
82,0.1115332754585478,0.9635333333333334,0.26958761513233187,0.913
83,0.09982987038691839,0.9669777777777778,0.27048676311969755,0.9086
84,0.09276568293174108,0.9693333333333334,0.2727567791938782,0.9094
85,0.08507322666976187,0.9718,0.2773018002510071,0.9104
86,0.08437729392051697,0.9720222222222222,0.2883143454790115,0.9094
87,0.0767387558221817,0.9750444444444445,0.2773825854063034,0.9082
88,0.07523209060695436,0.9752666666666666,0.28438680768013,0.9092
89,0.07112453644474348,0.9757333333333333,0.2784314274787903,0.9168
90,0.06829838852087657,0.9777111111111111,0.28649658858776095,0.907
91,0.06553893674711386,0.9780444444444445,0.292877995967865,0.9146
92,0.065629718263944,0.9785333333333334,0.2999773621559143,0.9082
93,0.06397181348999341,0.9791777777777778,0.3040554165840149,0.9086
94,0.05982255263908042,0.9799111111111111,0.2991073429584503,0.9146
95,0.05789449668725331,0.9812666666666666,0.2841086119413376,0.9146
96,0.05689859274228414,0.9812666666666666,0.31114172339439394,0.9094
97,0.05593037113315529,0.9813333333333333,0.2899044036865234,0.914
98,0.053920950997538034,0.9822222222222222,0.3031662553548813,0.912
99,0.05280741840468513,0.9825333333333334,0.30580759346485137,0.9108
100,0.050058028154240715,0.9838666666666667,0.30507673025131227,0.9106
101,0.04850171221892039,0.9841777777777778,0.3154361993074417,0.91
102,0.04824012525478999,0.9843777777777778,0.3057923436164856,0.9128
103,0.049086500619517436,0.9840222222222222,0.3220467507839203,0.9092
104,0.04644935968981849,0.9844,0.3127673238515854,0.914
105,0.04533671639362971,0.985,0.32349349856376647,0.9092
106,0.0438399457262622,0.9855333333333334,0.3241022706031799,0.907
107,0.04538200528091855,0.985,0.30431267619132996,0.9148
108,0.042572755212253996,0.9859777777777777,0.31194249987602235,0.9164
109,0.042719800864822334,0.9859777777777777,0.31226309537887575,0.9092
110,0.039668938299682405,0.9869555555555556,0.33463476300239564,0.9092
111,0.039017619585990905,0.9875111111111111,0.31229786574840546,0.9112
112,0.03844105974634488,0.9870444444444444,0.3287402093410492,0.9076
113,0.03676369841959742,0.9886444444444444,0.3472708523273468,0.9086
114,0.03980856039126714,0.9867777777777778,0.3260699450969696,0.9122
115,0.03763288443916374,0.9880222222222222,0.32889373898506163,0.9102
116,0.03726344007452329,0.9876888888888888,0.33896141648292544,0.9116
117,0.03694953480296665,0.9882,0.3528838872909546,0.9092
118,0.034761292694674595,0.9890222222222222,0.3456212282180786,0.9136
119,0.03636270089811749,0.9880222222222222,0.33623306155204774,0.909
120,0.03306965155204137,0.9895333333333334,0.3440083384513855,0.9098
121,0.03047229502863354,0.9901777777777778,0.34599395394325255,0.9152
122,0.029202254330449633,0.9906444444444444,0.3325620830059052,0.9096
123,0.028211656896273297,0.9912,0.32409549355506895,0.9116
124,0.028128842649857204,0.9912222222222222,0.3335487902164459,0.9132
125,0.02633950022243791,0.9924666666666667,0.33284300565719604,0.9136
126,0.025109050351381303,0.9925555555555555,0.33410106897354125,0.9102
127,0.025221487740013336,0.9926666666666667,0.3292624235153198,0.9116
128,0.025009949629174338,0.9926,0.3326886534690857,0.9154
129,0.025138633775048786,0.9927777777777778,0.33596553802490237,0.9094
130,0.025002351684702766,0.9929555555555556,0.35612657070159914,0.9122
131,0.024305417902933227,0.9926888888888888,0.33840957283973694,0.9114
132,0.024073553202880755,0.9932888888888889,0.33117316365242006,0.9134
133,0.023926497517691717,0.9929777777777777,0.3438341557979584,0.9098
134,0.0234031088165111,0.9935777777777778,0.3347292304039001,0.9126
135,0.023807902134789363,0.9936666666666667,0.33688914179801943,0.9144
136,0.02339975996547275,0.9936666666666667,0.33616539239883425,0.9114
137,0.023585359125004875,0.9934222222222222,0.3386013269424438,0.9146
138,0.023112638426737653,0.9938666666666667,0.32887646555900574,0.9132
139,0.023170062352551354,0.9935555555555555,0.3368880391120911,0.9128
140,0.022884332147902912,0.9936222222222222,0.32468402981758115,0.9164
141,0.02432235910760032,0.9928,0.34383031725883484,0.9152
142,0.022912868433859614,0.9939333333333333,0.33080345392227173,0.9154
143,0.022222130797637834,0.9940444444444444,0.3428425073623657,0.9138
144,0.022174688450329834,0.9940666666666667,0.3455375850200653,0.9126
145,0.025137748838795555,0.9925111111111111,0.3238327383995056,0.911
146,0.02278874964945846,0.9939777777777777,0.33820191621780393,0.9114
147,0.022766689137617747,0.9934222222222222,0.35301409363746644,0.909
148,0.023476204401916927,0.9932,0.3314394950866699,0.911
149,0.02254379699329535,0.9935333333333334,0.34512051939964294,0.9142
150,0.022885115916861428,0.9937111111111111,0.34577285647392275,0.9068
151,0.02175182656844457,0.9937777777777778,0.33805965781211855,0.9116
152,0.02349897535973125,0.9933333333333333,0.3560673415660858,0.909
153,0.022524641348256005,0.9935555555555555,0.3441797733306885,0.9062
154,0.02088824324723747,0.9945111111111111,0.3527590274810791,0.907
155,0.02144253309170405,0.9936888888888888,0.35098121166229246,0.9156
156,0.021603639576666885,0.9941777777777778,0.3437305986881256,0.913
157,0.02208465775317616,0.9938888888888889,0.3414706468582153,0.9098
158,0.022263490369915963,0.9934222222222222,0.3459953546524048,0.911
159,0.02291763544678688,0.9935555555555555,0.33297094106674197,0.9124
160,0.02173449134859774,0.9939555555555556,0.3309634864330292,0.9132
