epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.7448170843124389,0.38675,1.5980604529380797,0.435
2,1.4560620391845702,0.49035,1.493575656414032,0.4771
3,1.3131245578765869,0.5444,1.4585269093513489,0.492
4,1.198745409488678,0.5896,1.4330379843711853,0.5051
5,1.0941447697639466,0.627175,1.4396125674247742,0.4994
6,0.9987088076591492,0.66325,1.4190024375915526,0.5183
7,0.9064081943511962,0.694725,1.5153733611106872,0.4895
8,0.817323277759552,0.728075,1.470731782913208,0.5155
9,0.7356134525775909,0.759475,1.4794025421142578,0.5203
10,0.6546791355609893,0.790975,1.5111246585845948,0.5188
11,0.5820394693851471,0.817625,1.5399556875228881,0.5229
12,0.5097183768749237,0.843375,1.6672597885131837,0.5004
13,0.4471710928678513,0.86515,1.6524951219558717,0.5166
14,0.3871978847026825,0.886975,1.717929446697235,0.5145
15,0.3358509047985077,0.904625,1.7376976609230042,0.5174
16,0.28512353274822233,0.922975,1.7930915117263795,0.5262
17,0.2387262101650238,0.9388,1.8375706434249879,0.5246
18,0.19799930362701415,0.95265,1.8913355708122253,0.5169
19,0.17168037971258163,0.960725,2.0681066036224367,0.5047
20,0.14487348634600639,0.968275,2.015443742275238,0.5151
21,0.11753569535017014,0.9779,2.173794174194336,0.515
22,0.08989930036067963,0.985075,2.118038272857666,0.5189
23,0.07155059438943863,0.989975,2.118244004249573,0.5303
24,0.05581077416539192,0.993525,2.241312766075134,0.5236
25,0.05411535198688507,0.99315,2.2267554998397827,0.5234
26,0.04386600617170334,0.994925,2.2806045770645142,0.5273
27,0.028094141012430192,0.998575,2.313446354866028,0.5301
28,0.024507210497558118,0.998325,2.3634414672851562,0.5266
29,0.019436334520578386,0.9993,2.3940301179885863,0.5311
30,0.016124452000111342,0.999625,2.435458040237427,0.5311
31,0.014411229296773673,0.99965,2.446536922454834,0.531
32,0.012079069378226996,0.9999,2.4992892742156982,0.5309
33,0.01093020034506917,1.0,2.5082938194274904,0.5322
34,0.009779063993692398,0.99995,2.5411322355270385,0.5325
35,0.008816375917941332,1.0,2.5548376560211183,0.5318
36,0.00816749428510666,0.99995,2.581049180030823,0.5325
37,0.007497686970978975,1.0,2.5968896627426146,0.5314
38,0.0071559962045401335,0.99995,2.6220775604248048,0.5305
39,0.006606713051348924,1.0,2.63547203540802,0.5331
40,0.006194175717979669,1.0,2.6557626962661742,0.5315
41,0.005813015681505203,1.0,2.668675351142883,0.5306
42,0.005515898181870579,1.0,2.69531135559082,0.5329
43,0.0052170120857656,1.0,2.714135503768921,0.532
44,0.00497020570077002,1.0,2.7229573488235475,0.5314
45,0.00471500697247684,1.0,2.742094850540161,0.5304
46,0.004516639954596758,1.0,2.7526620864868163,0.5312
47,0.005000493824481964,0.999825,2.7705121278762816,0.5288
48,0.004309693463891744,1.0,2.7815359592437745,0.5312
49,0.004047306890040636,1.0,2.793874740600586,0.5308
50,0.0038273888789117335,1.0,2.806403398513794,0.5303
51,0.00367240921203047,1.0,2.820266580581665,0.5297
52,0.0035289654467254876,1.0,2.8321202993392944,0.5294
53,0.0034046521339565513,1.0,2.843959331512451,0.5293
54,0.0032977755401283502,1.0,2.8549957036972047,0.5309
55,0.00317793112937361,1.0,2.871990942955017,0.5297
56,0.0030734181264415383,1.0,2.877214288711548,0.5303
57,0.0029733362212777136,1.0,2.8853291988372805,0.5295
58,0.0028878226714208724,1.0,2.8977784633636476,0.5302
59,0.0027934907127171757,1.0,2.907959985733032,0.5299
60,0.0027113990884274244,1.0,2.918218159675598,0.5307
61,0.0026334066225215795,1.0,2.9276026248931886,0.5298
62,0.00255762611143291,1.0,2.9362494945526123,0.529
63,0.0024892459191381932,1.0,2.949467182159424,0.5287
64,0.002421369178034365,1.0,2.951342725753784,0.5295
65,0.002359998800419271,1.0,2.965638279914856,0.5295
66,0.0022987556036561728,1.0,2.97126944065094,0.53
67,0.002239384752511978,1.0,2.9800371408462523,0.5285
68,0.0021834192456677555,1.0,2.987676978111267,0.5308
69,0.0021314396522939204,1.0,2.9957854032516478,0.5292
70,0.0020857079749926925,1.0,3.0015960454940798,0.5287
71,0.0020345045812428,1.0,3.010981059074402,0.5302
72,0.001984818222001195,1.0,3.021269941329956,0.5282
73,0.0019419862620532512,1.0,3.029283332824707,0.5284
74,0.0018996252041310073,1.0,3.036888909339905,0.5292
75,0.0018602357737720013,1.0,3.0391340970993044,0.53
76,0.001819051510374993,1.0,3.050814318656921,0.5286
77,0.0017842482523992658,1.0,3.0563753128051756,0.5287
78,0.001744609453715384,1.0,3.062767004966736,0.528
79,0.0017087025774642824,1.0,3.069616508483887,0.5297
80,0.0016762312437407672,1.0,3.077580761909485,0.5284
81,0.0016423848000355066,1.0,3.0837368726730348,0.5294
82,0.0016111280390061439,1.0,3.091254734992981,0.5292
83,0.0015806981792673468,1.0,3.097391676902771,0.528
84,0.0015516269884072245,1.0,3.1017645597457886,0.529
85,0.0015232082824222744,1.0,3.1076547622680666,0.5288
86,0.0014954320157878102,1.0,3.1142142057418822,0.5285
87,0.0014705241803079844,1.0,3.1206751346588133,0.5287
88,0.001443372594937682,1.0,3.1247719526290894,0.5284
89,0.0014176680688746273,1.0,3.1335248947143555,0.5296
90,0.0013955340303480625,1.0,3.136546182632446,0.5295
91,0.0013702972644008696,1.0,3.144056224822998,0.5286
92,0.0013471207820810378,1.0,3.1501185417175295,0.5293
93,0.0013266869161278009,1.0,3.155374217033386,0.5291
94,0.0013026431077159941,1.0,3.160628342628479,0.5285
95,0.0012840507156215608,1.0,3.167188620567322,0.5282
96,0.001262773561105132,1.0,3.1723290205001833,0.5293
97,0.0012456299625337123,1.0,3.1758216857910155,0.5284
98,0.0012245390485972167,1.0,3.183379864692688,0.5286
99,0.0012071429996751248,1.0,3.187538504600525,0.5293
100,0.0011892507144249977,1.0,3.1937989950180055,0.5292
101,0.001172426845598966,1.0,3.1980878591537474,0.5274
102,0.0011529114942066372,1.0,3.201953625679016,0.5283
103,0.0011376211121678353,1.0,3.2069154739379884,0.5281
104,0.001120836256723851,1.0,3.2138421297073365,0.5289
105,0.001105086366366595,1.0,3.2196372509002686,0.5274
106,0.0010896721445955335,1.0,3.222430777549744,0.5288
107,0.0010746053750626742,1.0,3.226644515991211,0.5282
108,0.0010605703422799707,1.0,3.2311338663101195,0.5281
109,0.00104549133842811,1.0,3.2360541582107545,0.529
110,0.0010322810543701053,1.0,3.2401560306549073,0.5283
111,0.0010189202544279396,1.0,3.24520742893219,0.5278
112,0.0010046312934719026,1.0,3.2494873046875,0.5288
113,0.000992183577734977,1.0,3.2527238368988036,0.5283
114,0.0009797541029751302,1.0,3.2588767528533937,0.5272
115,0.0009674387183971704,1.0,3.263892722129822,0.5278
116,0.000955202011205256,1.0,3.267100286483765,0.5291
117,0.0009436479871161282,1.0,3.2710644483566282,0.5279
118,0.0009318555225618183,1.0,3.275630974769592,0.5276
119,0.0009199341238476336,1.0,3.2792495489120483,0.5277
120,0.0009091529338620603,1.0,3.2846553564071654,0.5284
121,0.0008987224028911442,1.0,3.289742660522461,0.5289
122,0.0008883232892490923,1.0,3.291149306297302,0.5269
123,0.0008772213757969439,1.0,3.2974074125289916,0.5274
124,0.0008677755787968635,1.0,3.300934624671936,0.5283
125,0.0008573664450086654,1.0,3.302795338630676,0.5285
126,0.0008477772845886648,1.0,3.3094502687454224,0.5284
127,0.0008384823905304075,1.0,3.313174033164978,0.5282
128,0.0008288619162980467,1.0,3.3158207893371583,0.5287
129,0.0008195092275738716,1.0,3.3183997869491577,0.5274
130,0.0008108856306876987,1.0,3.325419044494629,0.5278
131,0.00080239846277982,1.0,3.3269298315048217,0.5275
132,0.0007934701050631702,1.0,3.3335448026657106,0.5285
133,0.0007853205036371946,1.0,3.335357165336609,0.5281
134,0.0007767975540831685,1.0,3.3384439945220947,0.5283
135,0.0007688191428780555,1.0,3.343271493911743,0.5283
136,0.000760644105495885,1.0,3.347639012336731,0.5286
137,0.0007527413639239966,1.0,3.350135064125061,0.5281
138,0.0007451526544988155,1.0,3.3535855770111085,0.5271
139,0.0007383839081507176,1.0,3.355250382423401,0.5276
140,0.0007301382062956691,1.0,3.3602613687515257,0.5282
141,0.0007232194162439555,1.0,3.363105320930481,0.5278
142,0.0007158266427926719,1.0,3.3670446634292603,0.5277
143,0.0007091813023202121,1.0,3.3712816715240477,0.5286
144,0.0007013903303537518,1.0,3.373873066902161,0.5284
145,0.0006956364499870688,1.0,3.377372884750366,0.5274
146,0.0006883880044799298,1.0,3.3820897340774536,0.5282
147,0.0006822626545093954,1.0,3.3823946714401245,0.5279
148,0.0006758627534843981,1.0,3.3861105918884276,0.528
149,0.0006694144046865404,1.0,3.3900127172470094,0.5274
150,0.000662811793666333,1.0,3.3936675548553468,0.5277
151,0.0006573084705509245,1.0,3.3973427534103395,0.528
152,0.00065082748234272,1.0,3.4009355306625366,0.528
153,0.0006451076133176685,1.0,3.4016000986099244,0.5268
154,0.0006399875532835722,1.0,3.4069388151168822,0.5282
155,0.0006335537986829877,1.0,3.4098269939422607,0.5282
156,0.0006281989844981581,1.0,3.4112746000289915,0.5272
157,0.0006227751090656966,1.0,3.417188310623169,0.5276
158,0.0006175459911115467,1.0,3.41823787689209,0.528
159,0.0006117411094717682,1.0,3.4209042310714723,0.5279
160,0.0006063390894327313,1.0,3.425318169593811,0.5283
